"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP"
"Pathogenic","Galactose_F","D-Gluconate",41,0.968
"Pathogenic","Galactose_F","D-Glucosamine",15,0.417
"Pathogenic","Galactose_F","Nitrate",7,0.472
"Pathogenic","Galactose_F","Vitamin-free",8,0.476
"Pathogenic","Galactose_F","2-Keto-D-gluconate",24,0.667
"Pathogenic","Galactose_F","Starch formation",5,0.56
"Pathogenic","Galactose_F","Growth at 19°C",54,0.67
"Pathogenic","Galactose_F","Growth at 25°C",59,0.735
"Pathogenic","Galactose_F","Growth at 30°C",56,0.829
"Pathogenic","Galactose_F","Growth at 37°C",39,0.972
"Pathogenic","Sucrose_F","Maltose_F",2,0.063
"Pathogenic","Sucrose_F","Lactose_F",0,0.532
"Pathogenic","Sucrose_F","Raffinose_F",0,0.007
"Pathogenic","Sucrose_F","Trehalose_F",10,0.266
"Pathogenic","Sucrose_F","Glucose",60,0.589
"Pathogenic","Sucrose_F","Inulin",1,0.118
"Pathogenic","Sucrose_F","Sucrose",20,0.108
"Pathogenic","Sucrose_F","Raffinose",8,0.112
"Pathogenic","Sucrose_F","Melibiose",5,0.53
"Pathogenic","Sucrose_F","Galactose",39,0.806
"Pathogenic","Sucrose_F","Lactose",5,0.622
"Pathogenic","Sucrose_F","Trehalose",29,0.239
"Pathogenic","Sucrose_F","Maltose",21,0.218
"Pathogenic","Sucrose_F","Melezitose",16,0.165
"Pathogenic","Sucrose_F","Methyl-?-D-glucoside",17,0.251
"Pathogenic","Sucrose_F","Soluble Starch",13,0.594
"Pathogenic","Sucrose_F","Cellobiose",27,0.266
"Pathogenic","Sucrose_F","Salicin",28,0.365
"Pathogenic","Sucrose_F","L-Sorbose",32,0.772
"Pathogenic","Sucrose_F","L-Rhamnose",14,0.77
"Pathogenic","Sucrose_F","D-Xylose",35,0.525
"Pathogenic","Sucrose_F","L-Arabinose",21,0.747
"Pathogenic","Sucrose_F","D-Arabinose",16,0.716
"Pathogenic","Sucrose_F","D-Ribose",22,0.672
"Pathogenic","Sucrose_F","Methanol",4,0.649
"Pathogenic","Sucrose_F","Ethanol",51,0.664
"Pathogenic","Sucrose_F","Glycerol",51,0.647
"Pathogenic","Sucrose_F","Erythritol",18,0.868
"Pathogenic","Sucrose_F","Ribitol",32,0.657
"Pathogenic","Sucrose_F","Galactitol",9,0.834
"Pathogenic","Sucrose_F","D-Mannitol",38,0.314
"Pathogenic","Sucrose_F","D-Glucitol",41,0.469
"Pathogenic","Sucrose_F","myo-Inositol",5,0.785
"Pathogenic","Sucrose_F","DL-Lactate",30,0.787
"Pathogenic","Sucrose_F","Succinate",49,0.614
"Pathogenic","Sucrose_F","Citrate",38,0.724
"Pathogenic","Sucrose_F","D-Gluconate",37,0.816
"Pathogenic","Sucrose_F","D-Glucosamine",18,0.563
"Pathogenic","Sucrose_F","Nitrate",5,0.25
"Pathogenic","Sucrose_F","Vitamin-free",8,0.442
"Pathogenic","Sucrose_F","2-Keto-D-gluconate",23,0.539
"Pathogenic","Sucrose_F","Starch formation",6,0.656
"Pathogenic","Sucrose_F","Growth at 19°C",55,0.55
"Pathogenic","Sucrose_F","Growth at 25°C",60,0.624
"Pathogenic","Sucrose_F","Growth at 30°C",58,0.81
"Pathogenic","Sucrose_F","Growth at 37°C",41,0.98
"Pathogenic","Maltose_F","Lactose_F",0,0.467
"Pathogenic","Maltose_F","Raffinose_F",8,0.363
"Pathogenic","Maltose_F","Trehalose_F",14,0.353
"Pathogenic","Maltose_F","Glucose",68,0.722
"Pathogenic","Maltose_F","Inulin",5,0.336
"Pathogenic","Maltose_F","Sucrose",28,0.234
"Pathogenic","Maltose_F","Raffinose",18,0.546
"Pathogenic","Maltose_F","Melibiose",8,0.593
"Pathogenic","Maltose_F","Galactose",42,0.666
"Pathogenic","Maltose_F","Lactose",7,0.625
"Pathogenic","Maltose_F","Trehalose",36,0.331
"Pathogenic","Maltose_F","Maltose",27,0.286
"Pathogenic","Maltose_F","Melezitose",23,0.299
"Pathogenic","Maltose_F","Methyl-?-D-glucoside",23,0.324
"Pathogenic","Maltose_F","Soluble Starch",13,0.367
"Pathogenic","Maltose_F","Cellobiose",36,0.518
"Pathogenic","Maltose_F","Salicin",35,0.481
"Pathogenic","Maltose_F","L-Sorbose",36,0.742
"Pathogenic","Maltose_F","L-Rhamnose",18,0.832
"Pathogenic","Maltose_F","D-Xylose",40,0.482
"Pathogenic","Maltose_F","L-Arabinose",26,0.793
"Pathogenic","Maltose_F","D-Arabinose",20,0.748
"Pathogenic","Maltose_F","D-Ribose",25,0.606
"Pathogenic","Maltose_F","Methanol",5,0.711
"Pathogenic","Maltose_F","Ethanol",57,0.648
"Pathogenic","Maltose_F","Glycerol",58,0.703
"Pathogenic","Maltose_F","Erythritol",20,0.829
"Pathogenic","Maltose_F","Ribitol",35,0.515
"Pathogenic","Maltose_F","Galactitol",11,0.821
"Pathogenic","Maltose_F","D-Mannitol",45,0.35
"Pathogenic","Maltose_F","D-Glucitol",48,0.515
"Pathogenic","Maltose_F","myo-Inositol",5,0.708
"Pathogenic","Maltose_F","DL-Lactate",37,0.872
"Pathogenic","Maltose_F","Succinate",57,0.774
"Pathogenic","Maltose_F","Citrate",46,0.857
"Pathogenic","Maltose_F","D-Gluconate",45,0.923
"Pathogenic","Maltose_F","D-Glucosamine",20,0.449
"Pathogenic","Maltose_F","Nitrate",8,0.38
"Pathogenic","Maltose_F","Vitamin-free",10,0.459
"Pathogenic","Maltose_F","2-Keto-D-gluconate",28,0.605
"Pathogenic","Maltose_F","Starch formation",6,0.534
"Pathogenic","Maltose_F","Growth at 19°C",63,0.663
"Pathogenic","Maltose_F","Growth at 25°C",68,0.761
"Pathogenic","Maltose_F","Growth at 30°C",66,0.916
"Pathogenic","Maltose_F","Growth at 37°C",47,0.991
"Pathogenic","Lactose_F","Raffinose_F",19,0.553
"Pathogenic","Lactose_F","Trehalose_F",30,0.576
"Pathogenic","Lactose_F","Glucose",89,0.968
"Pathogenic","Lactose_F","Inulin",11,0.351
"Pathogenic","Lactose_F","Sucrose",48,0.39
"Pathogenic","Lactose_F","Raffinose",31,0.629
"Pathogenic","Lactose_F","Melibiose",13,0.491
"Pathogenic","Lactose_F","Galactose",61,0.746
"Pathogenic","Lactose_F","Lactose",12,0.526
"Pathogenic","Lactose_F","Trehalose",57,0.521
"Pathogenic","Lactose_F","Maltose",48,0.544
"Pathogenic","Lactose_F","Melezitose",43,0.649
"Pathogenic","Lactose_F","Methyl-?-D-glucoside",43,0.623
"Pathogenic","Lactose_F","Soluble Starch",29,0.707
"Pathogenic","Lactose_F","Cellobiose",52,0.455
"Pathogenic","Lactose_F","Salicin",52,0.473
"Pathogenic","Lactose_F","L-Sorbose",51,0.698
"Pathogenic","Lactose_F","L-Rhamnose",28,0.83
"Pathogenic","Lactose_F","D-Xylose",61,0.701
"Pathogenic","Lactose_F","L-Arabinose",40,0.818
"Pathogenic","Lactose_F","D-Arabinose",29,0.579
"Pathogenic","Lactose_F","D-Ribose",41,0.68
"Pathogenic","Lactose_F","Methanol",5,0.444
"Pathogenic","Lactose_F","Ethanol",78,0.821
"Pathogenic","Lactose_F","Glycerol",79,0.859
"Pathogenic","Lactose_F","Erythritol",27,0.62
"Pathogenic","Lactose_F","Ribitol",54,0.638
"Pathogenic","Lactose_F","Galactitol",17,0.758
"Pathogenic","Lactose_F","D-Mannitol",66,0.501
"Pathogenic","Lactose_F","D-Glucitol",69,0.706
"Pathogenic","Lactose_F","myo-Inositol",9,0.598
"Pathogenic","Lactose_F","DL-Lactate",50,0.839
"Pathogenic","Lactose_F","Succinate",78,0.903
"Pathogenic","Lactose_F","Citrate",65,0.926
"Pathogenic","Lactose_F","D-Gluconate",62,0.929
"Pathogenic","Lactose_F","D-Glucosamine",37,0.66
"Pathogenic","Lactose_F","Nitrate",11,0.176
"Pathogenic","Lactose_F","Vitamin-free",18,0.445
"Pathogenic","Lactose_F","2-Keto-D-gluconate",45,0.742
"Pathogenic","Lactose_F","Starch formation",6,0.232
"Pathogenic","Lactose_F","Growth at 19°C",84,0.867
"Pathogenic","Lactose_F","Growth at 25°C",89,0.973
"Pathogenic","Lactose_F","Growth at 30°C",86,0.969
"Pathogenic","Lactose_F","Growth at 37°C",66,1
"Pathogenic","Raffinose_F","Trehalose_F",18,0.516
"Pathogenic","Raffinose_F","Glucose",70,0.688
"Pathogenic","Raffinose_F","Inulin",1,0.059
"Pathogenic","Raffinose_F","Sucrose",30,0.246
"Pathogenic","Raffinose_F","Raffinose",12,0.13
"Pathogenic","Raffinose_F","Melibiose",6,0.431
"Pathogenic","Raffinose_F","Galactose",48,0.892
"Pathogenic","Raffinose_F","Lactose",6,0.514
"Pathogenic","Raffinose_F","Trehalose",38,0.319
"Pathogenic","Raffinose_F","Maltose",30,0.34
"Pathogenic","Raffinose_F","Melezitose",25,0.324
"Pathogenic","Raffinose_F","Methyl-?-D-glucoside",25,0.331
"Pathogenic","Raffinose_F","Soluble Starch",19,0.722
"Pathogenic","Raffinose_F","Cellobiose",34,0.263
"Pathogenic","Raffinose_F","Salicin",35,0.349
"Pathogenic","Raffinose_F","L-Sorbose",39,0.831
"Pathogenic","Raffinose_F","L-Rhamnose",19,0.838
"Pathogenic","Raffinose_F","D-Xylose",43,0.554
"Pathogenic","Raffinose_F","L-Arabinose",27,0.808
"Pathogenic","Raffinose_F","D-Arabinose",19,0.613
"Pathogenic","Raffinose_F","D-Ribose",29,0.761
"Pathogenic","Raffinose_F","Methanol",4,0.541
"Pathogenic","Raffinose_F","Ethanol",60,0.727
"Pathogenic","Raffinose_F","Glycerol",61,0.768
"Pathogenic","Raffinose_F","Erythritol",20,0.787
"Pathogenic","Raffinose_F","Ribitol",40,0.71
"Pathogenic","Raffinose_F","Galactitol",10,0.735
"Pathogenic","Raffinose_F","D-Mannitol",48,0.424
"Pathogenic","Raffinose_F","D-Glucitol",51,0.587
"Pathogenic","Raffinose_F","myo-Inositol",6,0.719
"Pathogenic","Raffinose_F","DL-Lactate",37,0.822
"Pathogenic","Raffinose_F","Succinate",59,0.727
"Pathogenic","Raffinose_F","Citrate",48,0.848
"Pathogenic","Raffinose_F","D-Gluconate",47,0.924
"Pathogenic","Raffinose_F","D-Glucosamine",26,0.735
"Pathogenic","Raffinose_F","Nitrate",6,0.201
"Pathogenic","Raffinose_F","Vitamin-free",12,0.509
"Pathogenic","Raffinose_F","2-Keto-D-gluconate",32,0.74
"Pathogenic","Raffinose_F","Starch formation",6,0.515
"Pathogenic","Raffinose_F","Growth at 19°C",65,0.636
"Pathogenic","Raffinose_F","Growth at 25°C",70,0.731
"Pathogenic","Raffinose_F","Growth at 30°C",67,0.857
"Pathogenic","Raffinose_F","Growth at 37°C",49,0.994
"Pathogenic","Trehalose_F","Glucose",59,0.644
"Pathogenic","Trehalose_F","Inulin",4,0.41
"Pathogenic","Trehalose_F","Sucrose",24,0.328
"Pathogenic","Trehalose_F","Raffinose",16,0.66
"Pathogenic","Trehalose_F","Melibiose",5,0.546
"Pathogenic","Trehalose_F","Galactose",36,0.678
"Pathogenic","Trehalose_F","Lactose",5,0.585
"Pathogenic","Trehalose_F","Trehalose",28,0.256
"Pathogenic","Trehalose_F","Maltose",23,0.417
"Pathogenic","Trehalose_F","Melezitose",19,0.406
"Pathogenic","Trehalose_F","Methyl-?-D-glucoside",19,0.414
"Pathogenic","Trehalose_F","Soluble Starch",14,0.648
"Pathogenic","Trehalose_F","Cellobiose",31,0.588
"Pathogenic","Trehalose_F","Salicin",31,0.593
"Pathogenic","Trehalose_F","L-Sorbose",30,0.724
"Pathogenic","Trehalose_F","L-Rhamnose",12,0.647
"Pathogenic","Trehalose_F","D-Xylose",35,0.622
"Pathogenic","Trehalose_F","L-Arabinose",19,0.66
"Pathogenic","Trehalose_F","D-Arabinose",14,0.584
"Pathogenic","Trehalose_F","D-Ribose",20,0.58
"Pathogenic","Trehalose_F","Methanol",3,0.635
"Pathogenic","Trehalose_F","Ethanol",50,0.682
"Pathogenic","Trehalose_F","Glycerol",49,0.609
"Pathogenic","Trehalose_F","Erythritol",15,0.744
"Pathogenic","Trehalose_F","Ribitol",28,0.462
"Pathogenic","Trehalose_F","Galactitol",7,0.715
"Pathogenic","Trehalose_F","D-Mannitol",39,0.449
"Pathogenic","Trehalose_F","D-Glucitol",42,0.593
"Pathogenic","Trehalose_F","myo-Inositol",6,0.861
"Pathogenic","Trehalose_F","DL-Lactate",37,0.973
"Pathogenic","Trehalose_F","Succinate",51,0.833
"Pathogenic","Trehalose_F","Citrate",41,0.903
"Pathogenic","Trehalose_F","D-Gluconate",36,0.787
"Pathogenic","Trehalose_F","D-Glucosamine",16,0.459
"Pathogenic","Trehalose_F","Nitrate",7,0.477
"Pathogenic","Trehalose_F","Vitamin-free",10,0.605
"Pathogenic","Trehalose_F","2-Keto-D-gluconate",23,0.574
"Pathogenic","Trehalose_F","Starch formation",6,0.676
"Pathogenic","Trehalose_F","Growth at 19°C",54,0.588
"Pathogenic","Trehalose_F","Growth at 25°C",59,0.676
"Pathogenic","Trehalose_F","Growth at 30°C",57,0.834
"Pathogenic","Trehalose_F","Growth at 37°C",41,0.992
"Pathogenic","Glucose","Inulin",0,1
"Pathogenic","Glucose","Sucrose",0,1
"Pathogenic","Glucose","Raffinose",0,1
"Pathogenic","Glucose","Melibiose",0,1
"Pathogenic","Glucose","Galactose",0,1
"Pathogenic","Glucose","Lactose",0,1
"Pathogenic","Glucose","Trehalose",0,1
"Pathogenic","Glucose","Maltose",0,1
"Pathogenic","Glucose","Melezitose",0,1
"Pathogenic","Glucose","Methyl-?-D-glucoside",0,1
"Pathogenic","Glucose","Soluble Starch",0,1
"Pathogenic","Glucose","Cellobiose",0,1
"Pathogenic","Glucose","Salicin",0,1
"Pathogenic","Glucose","L-Sorbose",0,1
"Pathogenic","Glucose","L-Rhamnose",0,1
"Pathogenic","Glucose","D-Xylose",0,1
"Pathogenic","Glucose","L-Arabinose",0,1
"Pathogenic","Glucose","D-Arabinose",0,1
"Pathogenic","Glucose","D-Ribose",0,1
"Pathogenic","Glucose","Methanol",0,1
"Pathogenic","Glucose","Ethanol",0,1
"Pathogenic","Glucose","Glycerol",0,1
"Pathogenic","Glucose","Erythritol",0,1
"Pathogenic","Glucose","Ribitol",0,1
"Pathogenic","Glucose","Galactitol",0,1
"Pathogenic","Glucose","D-Mannitol",0,1
"Pathogenic","Glucose","D-Glucitol",0,1
"Pathogenic","Glucose","myo-Inositol",0,1
"Pathogenic","Glucose","DL-Lactate",0,1
"Pathogenic","Glucose","Succinate",0,1
"Pathogenic","Glucose","Citrate",0,1
"Pathogenic","Glucose","D-Gluconate",0,1
"Pathogenic","Glucose","D-Glucosamine",0,1
"Pathogenic","Glucose","Nitrate",0,1
"Pathogenic","Glucose","Vitamin-free",0,1
"Pathogenic","Glucose","2-Keto-D-gluconate",0,1
"Pathogenic","Glucose","Starch formation",0,1
"Pathogenic","Glucose","Growth at 19°C",0,1
"Pathogenic","Glucose","Growth at 25°C",0,1
"Pathogenic","Glucose","Growth at 30°C",0,1
"Pathogenic","Glucose","Growth at 37°C",0,1
"Pathogenic","Inulin","Sucrose",38,0.387
"Pathogenic","Inulin","Raffinose",21,0.424
"Pathogenic","Inulin","Melibiose",8,0.428
"Pathogenic","Inulin","Galactose",53,0.814
"Pathogenic","Inulin","Lactose",9,0.564
"Pathogenic","Inulin","Trehalose",47,0.53
"Pathogenic","Inulin","Maltose",38,0.496
"Pathogenic","Inulin","Melezitose",33,0.539
"Pathogenic","Inulin","Methyl-?-D-glucoside",33,0.528
"Pathogenic","Inulin","Soluble Starch",25,0.822
"Pathogenic","Inulin","Cellobiose",43,0.469
"Pathogenic","Inulin","Salicin",43,0.489
"Pathogenic","Inulin","L-Sorbose",43,0.732
"Pathogenic","Inulin","L-Rhamnose",23,0.861
"Pathogenic","Inulin","D-Xylose",51,0.68
"Pathogenic","Inulin","L-Arabinose",33,0.842
"Pathogenic","Inulin","D-Arabinose",22,0.565
"Pathogenic","Inulin","D-Ribose",34,0.759
"Pathogenic","Inulin","Methanol",5,0.601
"Pathogenic","Inulin","Ethanol",68,0.826
"Pathogenic","Inulin","Glycerol",69,0.846
"Pathogenic","Inulin","Erythritol",24,0.796
"Pathogenic","Inulin","Ribitol",46,0.724
"Pathogenic","Inulin","Galactitol",12,0.731
"Pathogenic","Inulin","D-Mannitol",56,0.527
"Pathogenic","Inulin","D-Glucitol",59,0.7
"Pathogenic","Inulin","myo-Inositol",8,0.721
"Pathogenic","Inulin","DL-Lactate",43,0.855
"Pathogenic","Inulin","Succinate",68,0.876
"Pathogenic","Inulin","Citrate",56,0.93
"Pathogenic","Inulin","D-Gluconate",55,0.959
"Pathogenic","Inulin","D-Glucosamine",30,0.679
"Pathogenic","Inulin","Nitrate",10,0.286
"Pathogenic","Inulin","Vitamin-free",15,0.514
"Pathogenic","Inulin","2-Keto-D-gluconate",37,0.741
"Pathogenic","Inulin","Starch formation",6,0.362
"Pathogenic","Inulin","Growth at 19°C",74,0.832
"Pathogenic","Inulin","Growth at 25°C",79,0.895
"Pathogenic","Inulin","Growth at 30°C",77,0.967
"Pathogenic","Inulin","Growth at 37°C",57,0.997
"Pathogenic","Sucrose","Raffinose",2,0.202
"Pathogenic","Sucrose","Melibiose",0,0.304
"Pathogenic","Sucrose","Galactose",20,0.706
"Pathogenic","Sucrose","Lactose",2,0.699
"Pathogenic","Sucrose","Trehalose",12,0.246
"Pathogenic","Sucrose","Maltose",3,0.034
"Pathogenic","Sucrose","Melezitose",0,0.013
"Pathogenic","Sucrose","Methyl-?-D-glucoside",1,0.038
"Pathogenic","Sucrose","Soluble Starch",4,0.461
"Pathogenic","Sucrose","Cellobiose",14,0.41
"Pathogenic","Sucrose","Salicin",15,0.496
"Pathogenic","Sucrose","L-Sorbose",19,0.864
"Pathogenic","Sucrose","L-Rhamnose",5,0.695
"Pathogenic","Sucrose","D-Xylose",16,0.452
"Pathogenic","Sucrose","L-Arabinose",7,0.51
"Pathogenic","Sucrose","D-Arabinose",7,0.701
"Pathogenic","Sucrose","D-Ribose",8,0.52
"Pathogenic","Sucrose","Methanol",3,0.864
"Pathogenic","Sucrose","Ethanol",34,0.877
"Pathogenic","Sucrose","Glycerol",32,0.79
"Pathogenic","Sucrose","Erythritol",8,0.818
"Pathogenic","Sucrose","Ribitol",15,0.574
"Pathogenic","Sucrose","Galactitol",1,0.499
"Pathogenic","Sucrose","D-Mannitol",21,0.473
"Pathogenic","Sucrose","D-Glucitol",23,0.553
"Pathogenic","Sucrose","myo-Inositol",2,0.785
"Pathogenic","Sucrose","DL-Lactate",24,0.985
"Pathogenic","Sucrose","Succinate",32,0.859
"Pathogenic","Sucrose","Citrate",21,0.758
"Pathogenic","Sucrose","D-Gluconate",20,0.819
"Pathogenic","Sucrose","D-Glucosamine",9,0.651
"Pathogenic","Sucrose","Nitrate",2,0.437
"Pathogenic","Sucrose","Vitamin-free",7,0.814
"Pathogenic","Sucrose","2-Keto-D-gluconate",12,0.695
"Pathogenic","Sucrose","Starch formation",4,0.789
"Pathogenic","Sucrose","Growth at 19°C",36,0.773
"Pathogenic","Sucrose","Growth at 25°C",41,0.852
"Pathogenic","Sucrose","Growth at 30°C",40,0.943
"Pathogenic","Sucrose","Growth at 37°C",27,0.993
"Pathogenic","Raffinose","Melibiose",0,0.084
"Pathogenic","Raffinose","Galactose",36,0.696
"Pathogenic","Raffinose","Lactose",3,0.45
"Pathogenic","Raffinose","Trehalose",28,0.277
"Pathogenic","Raffinose","Maltose",20,0.228
"Pathogenic","Raffinose","Melezitose",18,0.345
"Pathogenic","Raffinose","Methyl-?-D-glucoside",18,0.354
"Pathogenic","Raffinose","Soluble Starch",13,0.617
"Pathogenic","Raffinose","Cellobiose",25,0.266
"Pathogenic","Raffinose","Salicin",26,0.306
"Pathogenic","Raffinose","L-Sorbose",30,0.744
"Pathogenic","Raffinose","L-Rhamnose",11,0.593
"Pathogenic","Raffinose","D-Xylose",33,0.492
"Pathogenic","Raffinose","L-Arabinose",19,0.673
"Pathogenic","Raffinose","D-Arabinose",12,0.444
"Pathogenic","Raffinose","D-Ribose",19,0.546
"Pathogenic","Raffinose","Methanol",4,0.683
"Pathogenic","Raffinose","Ethanol",51,0.794
"Pathogenic","Raffinose","Glycerol",49,0.653
"Pathogenic","Raffinose","Erythritol",12,0.556
"Pathogenic","Raffinose","Ribitol",30,0.609
"Pathogenic","Raffinose","Galactitol",4,0.414
"Pathogenic","Raffinose","D-Mannitol",38,0.449
"Pathogenic","Raffinose","D-Glucitol",40,0.522
"Pathogenic","Raffinose","myo-Inositol",1,0.297
"Pathogenic","Raffinose","DL-Lactate",31,0.843
"Pathogenic","Raffinose","Succinate",48,0.703
"Pathogenic","Raffinose","Citrate",37,0.762
"Pathogenic","Raffinose","D-Gluconate",35,0.792
"Pathogenic","Raffinose","D-Glucosamine",17,0.511
"Pathogenic","Raffinose","Nitrate",5,0.282
"Pathogenic","Raffinose","Vitamin-free",10,0.616
"Pathogenic","Raffinose","2-Keto-D-gluconate",21,0.467
"Pathogenic","Raffinose","Starch formation",6,0.686
"Pathogenic","Raffinose","Growth at 19°C",53,0.555
"Pathogenic","Raffinose","Growth at 25°C",58,0.647
"Pathogenic","Raffinose","Growth at 30°C",57,0.878
"Pathogenic","Raffinose","Growth at 37°C",42,0.997
"Pathogenic","Melibiose","Galactose",48,0.595
"Pathogenic","Melibiose","Lactose",6,0.376
"Pathogenic","Melibiose","Trehalose",44,0.397
"Pathogenic","Melibiose","Maltose",35,0.365
"Pathogenic","Melibiose","Melezitose",32,0.521
"Pathogenic","Melibiose","Methyl-?-D-glucoside",31,0.477
"Pathogenic","Melibiose","Soluble Starch",20,0.585
"Pathogenic","Melibiose","Cellobiose",40,0.36
"Pathogenic","Melibiose","Salicin",40,0.377
"Pathogenic","Melibiose","L-Sorbose",40,0.624
"Pathogenic","Melibiose","L-Rhamnose",19,0.685
"Pathogenic","Melibiose","D-Xylose",48,0.537
"Pathogenic","Melibiose","L-Arabinose",28,0.63
"Pathogenic","Melibiose","D-Arabinose",19,0.403
"Pathogenic","Melibiose","D-Ribose",29,0.476
"Pathogenic","Melibiose","Methanol",5,0.627
"Pathogenic","Melibiose","Ethanol",66,0.77
"Pathogenic","Melibiose","Glycerol",66,0.735
"Pathogenic","Melibiose","Erythritol",17,0.434
"Pathogenic","Melibiose","Ribitol",41,0.462
"Pathogenic","Melibiose","Galactitol",9,0.504
"Pathogenic","Melibiose","D-Mannitol",54,0.479
"Pathogenic","Melibiose","D-Glucitol",56,0.559
"Pathogenic","Melibiose","myo-Inositol",5,0.469
"Pathogenic","Melibiose","DL-Lactate",42,0.869
"Pathogenic","Melibiose","Succinate",65,0.797
"Pathogenic","Melibiose","Citrate",52,0.823
"Pathogenic","Melibiose","D-Gluconate",51,0.908
"Pathogenic","Melibiose","D-Glucosamine",25,0.434
